name_en,weapon_type,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Hidden Cane I,insect-glaive,ヒドゥンケインⅠ,Canne occulte,Bastone occulto I,Geheim-Stock I,Bastón oculto I,Vareta Oculta I,Ukryta laska I,Скрытая трость 1,히든케인Ⅰ,隱密長鞭Ⅰ,عصا مخفية I
Hidden Cane II,insect-glaive,ヒドゥンケインⅡ,Canne occulte II,Bastone occulto II,Geheim-Stock II,Bastón oculto II,Vareta Oculta II,Ukryta laska II,Скрытая трость 2,히든케인Ⅱ,隱密長鞭Ⅱ,عصا مخفية II
Frost Blade I,insect-glaive,フロストブレードⅠ,Lame de givre,Lama ghiacciante I,Frostglefe I,Hoja Gélida I,Lâmina Gélida I,Ostrze mrozu I,Глефа льда 1,프로스트블레이드Ⅰ,冰霜長刀Ⅰ,نصل الصقيع I
Frost Blade II,insect-glaive,フロストブレードⅡ,Lame de givre II,Lama ghiacciante II,Frostglefe II,Hoja Gélida II,Lâmina Gélida II,Ostrze mrozu II,Глефа льда 2,프로스트블레이드Ⅱ,冰霜長刀Ⅱ,نصل الصقيع II
Freeze Gale I,insect-glaive,フリーズゲイルⅠ,Vent de glace,Vento gelante I,Froststurm I,Vendaval Frígido I,Ventania Congelante I,Mrożący wiatr I,Ледяной шквал 1,프리즈게일Ⅰ,凍寒疾風刀Ⅰ,الإعصار المجمد I
Freeze Gale II,insect-glaive,フリーズゲイルⅡ,Vent de glace II,Vento gelante II,Froststurm II,Vendaval Frígido II,Ventania Congelante II,Mrożący wiatr II,Ледяной шквал 2,프리즈게일Ⅱ,凍寒疾風刀Ⅱ,الإعصار المجمد II
Freeze Gale III,insect-glaive,フリーズゲイルⅢ,Vent de glace III,Vento gelante III,Froststurm III,Vendaval Frígido III,Ventania Congelante III,Mrożący wiatr III,Ледяной шквал 3,프리즈게일Ⅲ,凍寒疾風刀Ⅲ,الإعصار المجمد III
Amber Piton,insect-glaive,アンバーハーケン,Piton ambre,Pitone d'ambra,Bernstein-Haken,Pitón ámbar,Pitão Âmbar,Bursztynowy hak,Янтарный питон,앰버하켄,琥珀曲棍,بيتون الكهرمان
Amber Piton+,insect-glaive,アンバーハーケン改,Piton ambre+,Pitone d'ambra+,Bernstein-Haken+,Pitón ámbar+,Pitão Âmbar+,Bursztynowy hak+,Янтарный питон+,앰버하켄+,琥珀曲棍‧改,بيتون الكهرمان+
Fenrir Storm,insect-glaive,フェンリルストーム,Orage Fenrir,Tempesta di Fenrir,Fenrir-Sturm,Tormenta de Fenrir,Tempestade de Fenrir,Burza Fenrira,Волчья буря,펜릴스톰,巨狼暴風雨,عاصفة فينرير
Blooming Glaive I,insect-glaive,ブルームブレードⅠ,Glaive du tourment,Falcione piumato I,Blühende Glefe I,Glaive Floral I,Lâmina Pujante I,Kwitnące ostrze I,Пестрая глефа 1,블룸블레이드Ⅰ,花朵之刀Ⅰ,السيف المتّقد I
Blooming Glaive II,insect-glaive,ブルームブレードⅡ,Glaive du tourment II,Falcione piumato II,Blühende Glefe II,Glaive Floral II,Lâmina Pujante II,Kwitnące ostrze II,Пестрая глефа 2,블룸블레이드Ⅱ,花朵之刀Ⅱ,السيف المتّقد II
Blooming Glaive III,insect-glaive,ブルームブレードⅢ,Glaive du tourment III,Falcione piumato III,Blühende Glefe III,Glaive Floral III,Lâmina Pujante III,Kwitnące ostrze III,Пестрая глефа 3,블룸블레이드Ⅲ,花朵之刀Ⅲ,السيف المتّقد III
Datura Blade I,insect-glaive,ダチュラブレードⅠ,Lame du diable,Lama datura I,Datura-Klinge I,Filo Datura I,Lâmina de Datura I,Ostrze datury I,Клинок дурмана 1,다추라블레이드Ⅰ,曼陀羅長刀Ⅰ,نصل داتورا I
Datura Blade II,insect-glaive,ダチュラブレードⅡ,Lame du diable II,Lama datura II,Datura-Klinge II,Filo Datura II,Lâmina de Datura II,Ostrze datury II,Клинок дурмана 2,다추라블레이드Ⅱ,曼陀羅長刀Ⅱ,نصل داتورا II
Datura Blade III,insect-glaive,ダチュラブレードⅢ,Lame du diable III,Lama datura III,Datura-Klinge III,Filo Datura III,Lâmina de Datura III,Ostrze datury III,Клинок дурмана 3,다추라블레이드Ⅲ,曼陀羅長刀Ⅲ,نصل داتورا III
Datura Storm I,insect-glaive,ダチュラストームⅠ,Tempête du diable,Tempesta datura I,Datura-Sturm I,Tormenta Datura I,Tormenta de Datura I,Burza datury I,Буря дурмана 1,다추라스톰Ⅰ,曼陀羅暴風雨Ⅰ,عاصفة داتورا I
Datura Storm II,insect-glaive,ダチュラストームⅡ,Tempête du diable II,Tempesta datura II,Datura-Sturm II,Tormenta Datura II,Tormenta de Datura II,Burza datury II,Буря дурмана 2,다추라스톰Ⅱ,曼陀羅暴風雨Ⅱ,عاصفة داتورا II
Nyx Blade I,insect-glaive,ニュクスブレードⅠ,Lame Nyx I,Lama Nyx I,Nyx-Klinge I,Hoja Nyx I,Lâmina de Nix I,Ostrze Nyx I,Клинок ночи 1,닉스블레이드Ⅰ,夜神長刀Ⅰ,نصل نيكس I
Nyx Blade II,insect-glaive,ニュクスブレードⅡ,Lame Nyx II,Lama Nyx II,Nyx-Klinge II,Hoja Nyx II,Lâmina de Nix II,Ostrze Nyx II,Клинок ночи 2,닉스블레이드Ⅱ,夜神長刀Ⅱ,نصل نيكس II
Gama Cane I,insect-glaive,ガマルケインⅠ,Canne Gama,Bastone Gama I,Gama-Stock I,Bastón Gama I,Vareta de Gama I,Tyczka Gamy I,Трость гама 1,가마루케인Ⅰ,岩賊龍長鞭Ⅰ,عود غاما I
Gama Cane II,insect-glaive,ガマルケインⅡ,Canne Gama II,Bastone Gama II,Gama-Stock II,Bastón Gama II,Vareta de Gama II,Tyczka Gamy II,Трость гама 2,가마루케인Ⅱ,岩賊龍長鞭Ⅱ,عود غاما II
Gama Magus I,insect-glaive,ガマルウィザードⅠ,Magus Gama,Magus Gama I,Gama-Magus I,Mago Gama I,Gama Magus I,Mag Gamy I,Волхв гамы 1,가마루위저드Ⅰ,岩賊龍巫師Ⅰ,غاما ماغوس I
Gama Magus II,insect-glaive,ガマルウィザードⅡ,Magus Gama II,Magus Gama II,Gama-Magus II,Mago Gama II,Gama Magus II,Mag Gamy II,Волхв гамы 2,가마루위저드Ⅱ,岩賊龍巫師Ⅱ,غاما ماغوس II
Flaming Teuza,insect-glaive,灼炎のテウザー,Teuza enflammé,Teuza ardente,Flammen-Teuza,Teuza ardiente,Teuza Flamejante,Płonąca teuza,Огненный жезл главенуса,작염의 테우저,灼炎之奔流,سيف حشرة ملتهب
Flaming Teuza+,insect-glaive,灼炎のテウザー改,Teuza enflammé +,Teuza ardente+,Flammen-Teuza+,Teuza ardiente+,Teuza Flamejante+,Płonąca teuza+,Огненный жезл главенуса+,작염의 테우저+,灼炎之奔流‧改,سيف حشرة ملتهب+
Glavenus Helldait,insect-glaive,斬竜旋ヘルダイト,Inferno-lame Glavenus,Bolgia Glavenus,Glavenus-Höllenzorn,Helldait de Glavenus,Inferglaive de Glavenus,Piekielny dait Glavenusa,Адский жезл главенуса,참룡선 헬다이토,斬龍旋獄棍,دايت غلافنيوس جهمني
Bone Rod I,insect-glaive,ボーンロッドⅠ,Bâton en os,Bastone d'osso I,Knochenstab I,Vara Ósea I,Bastão Ósseo I,Kościany kij I,Костяной посох 1,본로드Ⅰ,骨棍Ⅰ,عصا العظام I
Bone Rod II,insect-glaive,ボーンロッドⅡ,Bâton en os II,Bastone d'osso II,Knochenstab II,Vara Ósea II,Bastão Ósseo II,Kościany kij II,Костяной посох 2,본로드Ⅱ,骨棍Ⅱ,عصا العظام II
Bone Rod III,insect-glaive,ボーンロッドⅢ,Bâton en os III,Bastone d'osso III,Knochenstab III,Vara Ósea III,Bastão Ósseo III,Kościany kij III,Костяной посох 3,본로드Ⅲ,骨棍Ⅲ,عصا العظام III
Hard Bone Rod I,insect-glaive,ハードボーンロッドⅠ,Bâton barbare,Bastone ossoduro I,Hartknochenstab I,Vara Hueso Pétreo I,Bastão Ósseo Duro I,Twardy kościany kij I,Крепкий костяной посох 1,하드본로드Ⅰ,硬骨棍Ⅰ,عصا عظام صلبة I
Hard Bone Rod II,insect-glaive,ハードボーンロッドⅡ,Bâton barbare II,Bastone ossoduro II,Hartknochenstab II,Vara Hueso Pétreo II,Bastão Ósseo Duro II,Twardy kościany kij II,Крепкий костяной посох 2,하드본로드Ⅱ,硬骨棍Ⅱ,عصا عظام صلبة II
Hard Bone Rod III,insect-glaive,ハードボーンロッドⅢ,Bâton barbare III,Bastone ossoduro III,Hartknochenstab III,Vara Hueso Pétreo III,Bastão Ósseo Duro III,Twardy kościany kij III,Крепкий костяной посох 3,하드본로드Ⅲ,硬骨棍Ⅲ,عصا عظام صلبة III
Aerial Rod I,insect-glaive,エアリアルロッドⅠ,Bâton de l'air,Bastone aereo I,Luft-Stab I,Vara Aérea I,Bastão Aéreo I,Powietrzny kij I,Воздушный посох 1,에어리얼로드Ⅰ,飛空棍Ⅰ,عصا هوائية I
Aerial Rod II,insect-glaive,エアリアルロッドⅡ,Bâton de l'air II,Bastone aereo II,Luft-Stab II,Vara Aérea II,Bastão Aéreo II,Powietrzny kij II,Воздушный посох 2,에어리얼로드Ⅱ,飛空棍Ⅱ,عصا هوائية II
Aerial Magus I,insect-glaive,エアリアルウィザードⅠ,Magus aérien,Magus aereo I,Luft-Magus I,Mago aéreo I,Magus Aéreo I,Powietrzny mag I,Воздушный волхв 1,에어리얼위자드Ⅰ,飛空巫師Ⅰ,ماغوس هوائي I
Aerial Magus II,insect-glaive,エアリアルウィザードⅡ,Magus aérien II,Magus aereo II,Luft-Magus II,Mago aéreo II,Magus Aéreo II,Powietrzny mag II,Воздушный волхв 2,에어리얼위자드Ⅱ,飛空巫師Ⅱ,ماغوس هوائي II
Aerial Magus III,insect-glaive,エアリアルウィザードⅢ,Magus aérien III,Magus aereo III,Luft-Magus III,Mago aéreo III,Magus Aéreo III,Powietrzny mag III,Воздушный волхв 3,에어리얼위자드Ⅲ,飛空巫師Ⅲ,ماغوس هوائي III
Icescepter,insect-glaive,アイスセプター,Sceptre de glace,Crioscettro,Eiszepter,Cetro de hielo,Cetrofrio,Lodoberło,Ледяной скипетр,아이스셉터,嚴冰權杖,خيزران الثلج
Wise Fylos,insect-glaive,氷賢フィロス,Fylos vertueux,Fylos saggio,Weiser Fylos,Fylos sabio,Fylos Sábio,Mądry Fylos,Мудрый Филос,빙현 필로스,冰賢友愛,فيلوس حكيم
Hazak Entoma I,insect-glaive,ハザクエントマⅠ,Hazak Entoma,Entoma Hazak I,Hazak-Entoma I,Éntoma Hazak I,Entoma de Hazak I,Hazak Entoma I,Хазак-энтома 1,하자크엔토마Ⅰ,屍套龍操蟲棍Ⅰ,هازاك إنتوما I
Hazak Entoma II,insect-glaive,ハザクエントマⅡ,Hazak Entoma II,Entoma Hazak II,Hazak-Entoma II,Éntoma Hazak II,Entoma de Hazak II,Hazak Entoma II,Хазак-энтома 2,하자크엔토마Ⅱ,屍套龍操蟲棍Ⅱ,هازاك إنتوما II
Deathstaff Vaal Entoma,insect-glaive,屍杖ヴァルエントマ,Pic de mort Vaal Entoma,Mazza letale Vaal Entoma,Todesstab Vaal-Entoma,Báculo letal Vaal Entoma,Cajadóbito Entoma Vaal,Kostur Vaal Entoma,Посох смерти ваал-энтома,시장 발엔토마,死滅蟲屍杖,هراوة الموت فال إنتوما
Hydros Arcana,insect-glaive,ヒュドロスアーケーン,Hydros Arcana,Arcana Hydros,Hydros-Arcana,Arcana Hidro,Hydros Arcana,Hydros Arcana,Аркан гидры,휴도로스아케인,水蛇奧秘,هيدروس أركانا
Flammenkaefer,insect-glaive,フラムエルカラモス,Flammenkaefer,Flammenkaefer I,Flammenkäfer,Flammenkaefer,Besourardente,Flammenkaefer,Огненная палица,플람엘카라모스,蠻顎龍桿刀,فلامنكايفر
Flammenkaefer+,insect-glaive,フラムエルカラモス改,Flammenkaefer Mk 2,Flammenkaefer II,Flammenkäfer+,Flammenkaefer+,Besourardente+,Flammenkaefer+,Огненная палица+,플람엘카라모스+,蠻顎龍桿刀改,فلامنكايفر+
Gnashing Flammenkaefer,insect-glaive,蛮顎棍フラムカラモス,Bâton croc-de-feu,Flammenkaefer III,KnirschenderFlammenkäfer,Flammenkaefer Mordiente,Besourardente Rangedor,Gryzący Flammenkaefer,Пламенная палица,만악곤플람카라모스,蠻顎棍翼龍桿刀,صرير فلامنكايفر
Gnashing Flammenkaefer+,insect-glaive,蛮顎棍フラムカラモス改,Bâton croc-de-feu +,Flammenkaefer IV,KnirschenderFlammenkäfer+,Flammenkaefer Mordiente+,Besourardente Rangedor+,Gryzący Flammenkaefer+,Пламенная палица+,만악곤 플람카라모스+,蠻顎棍翼龍桿刀‧改,صرير فلامنكايفر+
Lohenspire,insect-glaive,蛮炎棍ロギンカラモス,Lohenspire,Lohenspira,Lohenspitze,Lohenspire,Chamagulha,Iglica żaru,Огненный шпиль,만염곤 로긴카라모스,直桿蠻炎棍,صاعق لوهين
Donnerspitze,insect-glaive,雷顎棍ドネルカラモス,Donnerspitze,Donnerspitze,Donnerspitze,Donnerspitze,Eletropique,Donnerspitze,Грозовая вершина,뇌악곤 넬카라모스,直桿雷顎棍,دونيرسبيتز
Donnerspitze+,insect-glaive,雷顎棍ドネルカラモス改,Donnerspitze +,Donnerspitze+,Donnerspitze+,Donnerspitze+,Eletropique+,Donnerspitze+,Грозовая вершина+,뇌악곤 넬카라모스+,直桿雷顎棍‧改,دونيرسبيتز+
Fulguration's Tower,insect-glaive,蛮雷棍カーリカラモス,Tour fulgurante,Torre di folgore,Fulgurationsturm,Torre fulguración,Torre da Fulguração,Błyskająca wieża,Громовой замок,만뢰곤 카리카라모스,直桿蠻雷棍,برج الصعق
Aqua Rod I,insect-glaive,アクアロッドⅠ,Bâton aquatique,Bastone acquatico I,Aqua-Stab I,Vara Aqua I,Bastão d'Água I,Wodny kij I,Морской посох 1,아쿠아로드Ⅰ,水流棍Ⅰ,عصا مائية I
Aqua Rod II,insect-glaive,アクアロッドⅡ,Bâton aquatique II,Bastone acquatico II,Aqua-Stab II,Vara Aqua II,Bastão d'Água II,Wodny kij II,Морской посох 2,아쿠아로드Ⅱ,水流棍Ⅱ,عصا مائية II
Aqua Rod III,insect-glaive,アクアロッドⅢ,Bâton aquatique III,Bastone acquatico III,Aqua-Stab III,Vara Aqua III,Bastão d'Água III,Wodny kij III,Морской посох 3,아쿠아로드Ⅲ,水流棍Ⅲ,عصا مائية III
Water Glaive I,insect-glaive,ウォーターグレイブⅠ,Hydro-glaive,Falcione acquatico I,Wasserglefe I,Glaive Acuático I,Glaive d'Água I,Wodna glewia I,Водяная глефа 1,워터글레이브Ⅰ,激流長刀Ⅰ,سيف الماء عريض النصل I
Water Glaive II,insect-glaive,ウォーターグレイブⅡ,Hydro-glaive II,Falcione acquatico II,Wasserglefe II,Glaive Acuático II,Glaive d'Água II,Wodna glewia II,Водяная глефа 2,워터글레이브Ⅱ,激流長刀Ⅱ,سيف الماء عريض النصل II
Water Glaive III,insect-glaive,ウォーターグレイブⅢ,Hydro-glaive III,Falcione acquatico III,Wasserglefe III,Glaive Acuático III,Glaive d'Água III,Wodna glewia III,Водяная глефа 3,워터글레이브Ⅲ,激流長刀Ⅲ,سيف الماء عريض النصل III
Water Glaive IV,insect-glaive,ウォーターグレイブⅣ,Hydro-glaive IV,Falcione acquatico IV,Wasserglefe IV,Glaive Acuático IV,Glaive d'Água IV,Wodna glewia IV,Водяная глефа 4,워터글레이브Ⅳ,激流長刀Ⅳ,سيف الماء عريض النصل IV
Laguna Glaive I,insect-glaive,ラグーナグレイブⅠ,Glaive Laguna,Falcione lagunare I,Laguna-Glefe I,Glaive Coralino I,Glaive Laguna I,Glewia laguny I,Глефа лагуны 1,라그나글레이브Ⅰ,潟湖長刀Ⅰ,سيف لاغونا عريض النصل I
Laguna Glaive II,insect-glaive,ラグーナグレイブⅡ,Glaive Laguna II,Falcione lagunare II,Laguna-Glefe II,Glaive Coralino II,Glaive Laguna II,Glewia laguny II,Глефа лагуны 2,라그나글레이브Ⅱ,潟湖長刀Ⅱ,سيف لاغونا عريض النصل II
Rex Rod I,insect-glaive,レックスロッドⅠ,Bâton Rex I,Bastone Rex I,Rex-Stab I,Vara Rex I,Bastão Rex I,Kij Rexa I,Жезл рекса 1,렉스로드Ⅰ,轟龍長棍Ⅰ,عصا ريكس I
Rex Rod II,insect-glaive,レックスロッドⅡ,Bâton Rex II,Bastone Rex II,Rex-Stab II,Vara Rex II,Bastão Rex II,Kij Rexa II,Жезл рекса 2,렉스로드Ⅱ,轟龍長棍Ⅱ,عصا ريكس II
Accursed Rod,insect-glaive,カーサスロッド,Bâton maudit,Bastone maledetto,Verfluchter Stab,Vara maldita,Bastão Amaldiçoado,Przeklęta różdżka,Треклятый жезл,카서스로드,劫難長棍,عصا ملعونة
Diablos Rod I,insect-glaive,ブロスロッドⅠ,Bâton Diablos,Bastone Diablos I,Diablos-Stab I,Vara Diablos I,Bastão de Diablos I,Kij Diablosa I,Посох диаблос 1,블로스로드Ⅰ,爆鎚棍Ⅰ,عصا ديابلوس I
Diablos Rod II,insect-glaive,ブロスロッドⅡ,Bâton Diablos II,Bastone Diablos II,Diablos-Stab II,Vara Diablos II,Bastão de Diablos II,Kij Diablosa II,Посох диаблос 2,블로스로드Ⅱ,爆鎚棍Ⅱ,عصا ديابلوس II
Tyrannis Glaive I,insect-glaive,タイラントグレイブⅠ,Glaive Tyrannis,Falcione del tiranno I,Tyrannis-Glefe I,Glaive Tyrant I,Glaive Tirana I,Glewia Tyrannis I,Глефа тирана 1,타이런트글레이브Ⅰ,暴君長刀Ⅰ,سيف استبدادي عريض النصل I
Tyrannis Glaive II,insect-glaive,タイラントグレイブⅡ,Glaive Tyrannis II,Falcione del tiranno II,Tyrannis-Glefe II,Glaive Tyrant II,Glaive Tirana II,Glewia Tyrannis II,Глефа тирана 2,타이런트글레이브Ⅱ,暴君長刀Ⅱ,سيف استبدادي عريض النصل II
Tyrannis Glaive III,insect-glaive,タイラントグレイブⅢ,Glaive Tyrannis III,Falcione del tiranno III,Tyrannis-Glefe III,Glaive Tyrant III,Glaive Tirana III,Glewia Tyrannis III,Глефа тирана 3,타이런트글레이브Ⅲ,暴君長刀Ⅲ,سيف حشرة استبدادي III
Thanatos Glaive,insect-glaive,タナトスグレイブ,Glaive de thanatos,Falcione di Tanato,Thanatos-Glefe,Glaive Thanatos,Glaive de Tanatos,Glewia Tanatosa,Глефа Таната,타나토스글레이브,命運長刀,سيف ثاناتوس عريض النصل
Sulfurteinn Spiran,insect-glaive,硫鉄のスピラン,Spirale sulfurique,Spiran Sulfurteinn,Schwefelteinn Spiran,Spiran Sulfurteinn,Espirano Enxofrino,Siarkoraźny Spiran,Серистый Спиран,유철의 스피란,硫鐵環連,مركب لولبي كبريتي
The Trickling Spiral,insect-glaive,硫斬旋フォーニャ,Tourbillon désosseur,Spirale liquefacente,Die fließende Spirale,Espiral corrosiva,A Espiral Gotejante,Cieknąca Spirala,Спиральная капель,유참선 포냐,穴地硫斬旋,التقطّر الحلزوني
Beo Glaive I,insect-glaive,ブラングレイヴⅠ,Beo-glaive I,Falcione Beo I,Beo-Glefe I,Glaive Beo I,Beoglaive I,Glewia Beo I,Глефа бео 1,브란글레이브Ⅰ,冰魚龍長柄刀Ⅰ,سيف بيو عريض النصل I
Beo Glaive II,insect-glaive,ブラングレイヴⅡ,Beo-glaive II,Falcione Beo II,Beo-Glefe II,Glaive Beo II,Beoglaive II,Glewia Beo II,Глефа бео 2,브란글레이브Ⅱ,冰魚龍長柄刀Ⅱ,سيف بيو عريض النصل II
